AGEP,SEX,PINCP,PUMA,state
30,1,33000,03228,42
30,2,2400,03222,42
32,1,20800,03222,42
1,2,-19999,03222,42
28,2,20800,03222,42
26,1,23400,03222,42
0,1,-19999,03222,42
66,1,110100,03230,42
48,2,8000,03227,42
49,1,80000,03227,42
13,2,-19999,03227,42
10,2,-19999,03227,42
50,2,85000,03223,42
50,1,67500,03223,42
17,2,3000,03223,42
13,2,-19999,03223,42
30,1,67500,03228,42
58,1,141000,03223,42
59,2,45000,03223,42
31,2,65000,03223,42
1,1,-19999,03223,42
52,2,0,03223,42
29,2,64000,03230,42
31,1,135000,03230,42
70,2,19500,03223,42
70,1,60300,03223,42
38,2,132000,03231,42
71,2,53000,03225,42
73,1,50100,03225,42
68,1,586100,03230,42
65,2,92000,03230,42
43,1,30500,03230,42
60,2,0,03227,42
33,1,11300,03227,42
58,2,43000,03228,42
66,1,29000,03228,42
41,2,73060,03222,42
44,1,145000,03222,42
2,1,-19999,03222,42
34,2,120000,03231,42
34,1,112000,03231,42
1,1,-19999,03231,42
25,2,50000,03229,42
27,1,30000,03229,42
60,1,2400,03221,42
55,2,3700,03221,42
28,1,6600,03221,42
25,2,16200,03221,42
20,2,16000,03221,42
41,1,10000,03224,42
13,2,-19999,03224,42
26,1,14400,03228,42
25,2,22900,03228,42
64,1,19000,03225,42
53,2,0,03225,42
65,1,10100,03227,42
30,2,114000,03229,42
31,1,0,03229,42
65,1,7900,03229,42
56,2,0,03229,42
55,1,85000,03222,42
57,2,48000,03222,42
20,1,7100,03222,42
36,2,58000,03231,42
36,1,74000,03231,42
3,2,-19999,03231,42
54,1,34000,03230,42
53,2,6900,03222,42
39,2,102000,03231,42
18,1,3630,03231,42
13,1,-19999,03231,42
11,2,-19999,03231,42
2,2,-19999,03231,42
62,2,28000,03225,42
62,1,36000,03225,42
39,2,24000,03225,42
39,1,0,03222,42
40,2,3120,03222,42
9,1,-19999,03222,42
63,2,520,03222,42
45,2,72000,03228,42
47,2,160000,03228,42
24,1,86000,03228,42
34,2,0,03228,42
27,1,24000,03228,42
21,2,22400,03228,42
59,2,5400,03228,42
61,2,3400,03216,42
58,1,130330,03230,42
59,2,10800,03225,42
68,2,0,03225,42
38,2,75000,03223,42
38,1,36000,03223,42
15,1,0,03223,42
10,2,-19999,03223,42
8,1,-19999,03223,42
72,1,45200,03224,42
70,2,19000,03224,42
77,1,67000,03229,42
77,2,319000,03229,42
61,1,35000,03224,42
53,2,27000,03224,42
57,2,28600,03222,42
86,1,13100,03222,42
68,2,7100,03225,42
59,2,8290,03224,42
44,1,25000,03222,42
26,1,-100,03230,42
77,2,14400,03225,42
54,1,18300,03225,42
41,1,0,03225,42
33,1,36000,03225,42
48,1,19000,03222,42
48,2,0,03222,42
21,1,600,03222,42
13,1,-19999,03222,42
11,2,-19999,03222,42
51,2,0,03227,42
49,1,120000,03227,42
18,2,11000,03227,42
16,1,0,03227,42
34,1,81000,03228,42
32,2,44600,03227,42
11,2,-19999,03227,42
4,2,-19999,03227,42
3,2,-19999,03227,42
11,1,-19999,03227,42
10,2,-19999,03227,42
7,2,-19999,03227,42
2,2,-19999,03227,42
0,2,-19999,03227,42
56,2,99400,03222,42
19,2,10300,03222,42
32,2,65000,03230,42
27,1,80000,03230,42
63,1,12500,03228,42
21,2,660,03228,42
55,2,43000,03229,42
70,2,352000,03230,42
45,2,69000,03223,42
8,2,-19999,03223,42
60,1,390000,03230,42
47,2,215000,03230,42
39,2,98000,03222,42
41,1,0,03222,42
11,2,-19999,03222,42
9,1,-19999,03222,42
52,2,1000,03229,42
29,2,18500,03229,42
26,2,0,03229,42
23,1,9000,03229,42
62,2,545000,03216,42
60,1,190000,03216,42
78,2,2400,03227,42
28,2,82000,03227,42
82,2,24000,03227,42
48,2,42000,03227,42
28,1,25000,03227,42
33,1,100000,03231,42
33,2,82000,03231,42
35,1,105000,03228,42
35,2,165000,03228,42
1,2,-19999,03228,42
82,1,113100,03231,42
26,1,45000,03229,42
24,2,32000,03229,42
33,2,81000,03231,42
64,2,18000,03223,42
70,1,14000,03223,42
24,1,1800,03223,42
73,1,27600,03224,42
69,2,7000,03224,42
60,2,38000,03224,42
61,1,38000,03224,42
89,2,2200,03224,42
26,1,0,03230,42
59,2,12500,03228,42
73,2,10000,03228,42
38,2,18500,03229,42
38,1,15900,03229,42
18,2,41600,03229,42
15,1,0,03229,42
12,2,-19999,03229,42
9,2,-19999,03229,42
7,1,-19999,03229,42
0,2,-19999,03229,42
54,2,35000,03221,42
31,1,15000,03221,42
27,2,91400,03221,42
75,2,0,03221,42
68,1,15200,03230,42
30,2,30000,03224,42
1,2,-19999,03224,42
74,2,17000,03222,42
70,2,49200,03222,42
67,1,45000,03222,42
28,1,65000,03230,42
28,2,105000,03230,42
34,1,69000,03230,42
37,2,54000,03230,42
63,2,3500,03222,42
57,2,25000,03229,42
72,2,38030,03216,42
44,1,22000,03222,42
44,2,65000,03222,42
23,1,4000,03222,42
19,2,10100,03222,42
28,2,40300,03228,42
28,1,30000,03228,42
51,2,69000,03216,42
15,1,0,03216,42
46,1,45000,03222,42
51,2,0,03222,42
24,1,20000,03222,42
26,1,13000,03230,42
25,1,0,03230,42
76,1,164800,03216,42
59,2,38000,03224,42
62,1,40000,03224,42
29,2,50000,03224,42
48,2,848000,03230,42
70,1,73040,03221,42
73,2,19300,03221,42
64,2,750,03227,42
81,1,42400,03229,42
80,2,2700,03229,42
23,2,42000,03230,42
74,2,128300,03230,42
38,2,75000,03216,42
49,1,200000,03216,42
82,2,25400,03216,42
59,2,46000,03221,42
52,2,50000,03227,42
64,1,26700,03227,42
25,2,2000,03227,42
3,2,-19999,03227,42
59,2,15100,03230,42
31,1,87500,03231,42
72,1,85000,03216,42
30,2,30600,03221,42
33,1,-7200,03221,42
4,2,-19999,03221,42
0,2,-19999,03221,42
54,2,105200,03223,42
55,1,104000,03223,42
22,2,8200,03223,42
17,2,1100,03223,42
51,2,35600,03222,42
72,2,30000,03221,42
69,1,29040,03227,42
36,1,138500,03231,42
33,2,110000,03231,42
25,2,52000,03228,42
3,1,-19999,03228,42
60,2,28500,03227,42
50,1,66000,03227,42
60,2,83000,03222,42
32,2,36800,03225,42
67,2,160000,03223,42
89,2,15000,03231,42
58,1,30000,03231,42
71,2,10800,03225,42
70,1,33200,03225,42
70,2,84800,03230,42
69,1,198400,03230,42
59,1,42000,03231,42
54,2,45000,03231,42
16,1,0,03231,42
80,2,76500,03231,42
71,1,108000,03216,42
72,2,22800,03216,42
95,2,21000,03216,42
53,2,298400,03230,42
33,1,225000,03230,42
36,2,260000,03230,42
0,1,-19999,03230,42
66,2,556000,03216,42
74,2,65100,03216,42
69,1,56900,03228,42
68,2,23700,03228,42
23,1,0,03228,42
38,2,30000,03230,42
38,1,70000,03230,42
5,2,-19999,03230,42
3,2,-19999,03230,42
69,1,185700,03223,42
71,2,17240,03223,42
74,2,10000,03216,42
57,2,80000,03224,42
25,1,41000,03224,42
18,2,0,03224,42
69,1,16600,03229,42
67,2,12600,03227,42
35,1,9300,03227,42
32,1,15600,03227,42
25,1,19800,03227,42
27,1,40800,03227,42
40,1,15000,03223,42
40,2,7500,03223,42
4,2,-19999,03223,42
2,1,-19999,03223,42
38,1,200000,03230,42
34,2,70000,03230,42
84,2,14400,03216,42
23,2,28600,03228,42
25,2,19000,03216,42
28,1,92000,03216,42
29,2,85000,03216,42
95,1,31800,03222,42
65,1,200000,03216,42
61,2,162000,03216,42
64,2,10800,03222,42
82,2,24000,03227,42
71,1,48300,03221,42
70,2,12000,03221,42
73,2,42000,03216,42
71,1,27500,03216,42
80,2,27900,03221,42
42,2,55000,03222,42
8,2,-19999,03222,42
57,2,20000,03231,42
70,1,12300,03231,42
24,2,37000,03231,42
66,2,11700,03224,42
50,1,0,03224,42
50,2,151000,03229,42
43,2,45000,03222,42
21,2,50000,03222,42
34,2,30000,03225,42
15,2,0,03225,42
10,2,-19999,03225,42
4,2,-19999,03225,42
68,1,313000,03230,42
64,2,60000,03230,42
32,2,41000,03228,42
7,1,-19999,03228,42
36,2,55000,03230,42
58,2,75000,03224,42
18,1,0,03224,42
38,2,73000,03216,42
39,1,6900,03216,42
7,1,-19999,03216,42
4,1,-19999,03216,42
25,2,28000,03222,42
7,2,-19999,03222,42
4,2,-19999,03222,42
42,2,3800,03222,42
52,1,52000,03222,42
20,1,3600,03222,42
16,2,0,03222,42
32,2,77000,03229,42
32,1,44000,03229,42
36,2,80000,03231,42
38,1,152500,03231,42
2,2,-19999,03231,42
0,2,-19999,03231,42
63,2,9300,03221,42
63,1,77000,03221,42
32,2,53000,03228,42
33,1,142000,03228,42
0,2,-19999,03228,42
74,2,40600,03224,42
80,1,2700,03224,42
65,1,0,03228,42
60,2,0,03228,42
35,1,7000,03228,42
29,2,9800,03228,42
12,2,-19999,03228,42
9,1,-19999,03228,42
85,2,16900,03227,42
61,1,39900,03227,42
59,2,15000,03227,42
51,2,61000,03227,42
25,1,45000,03227,42
18,2,0,03227,42
45,1,96000,03228,42
40,2,94000,03228,42
23,1,0,03228,42
17,2,2500,03228,42
4,2,-19999,03228,42
23,2,90,03230,42
22,2,0,03230,42
22,2,18000,03229,42
25,1,20000,03229,42
22,1,20000,03229,42
32,1,34000,03227,42
27,2,16000,03227,42
8,2,-19999,03227,42
6,2,-19999,03227,42
4,1,-19999,03227,42
3,2,-19999,03227,42
1,1,-19999,03227,42
27,2,0,03230,42
56,2,91010,03230,42
52,1,98010,03230,42
68,2,80000,03216,42
90,2,42000,03225,42
60,2,60000,03225,42
53,1,0,03228,42
48,1,20780,03224,42
37,2,120,03224,42
8,2,-19999,03224,42
6,2,-19999,03224,42
33,2,0,03229,42
45,1,109000,03221,42
41,2,10000,03221,42
9,1,-19999,03221,42
9,1,-19999,03221,42
6,2,-19999,03221,42
19,2,9000,03221,42
45,2,120000,03230,42
42,2,40000,03216,42
15,1,11800,03216,42
70,2,24000,03216,42
22,2,10000,03216,42
80,1,14000,03231,42
38,2,84000,03230,42
25,2,20000,03221,42
25,1,60000,03221,42
29,2,69000,03230,42
29,1,148000,03230,42
57,2,53000,03216,42
56,1,135000,03216,42
80,2,76000,03216,42
60,2,50000,03216,42
75,1,17000,03231,42
39,2,160000,03224,42
17,2,0,03224,42
11,2,-19999,03224,42
10,2,-19999,03224,42
4,2,-19999,03224,42
60,1,150000,03229,42
58,2,13200,03229,42
17,1,9760,03229,42
66,2,61040,03224,42
91,1,14900,03231,42
89,2,8000,03231,42
70,1,11600,03222,42
71,2,5000,03222,42
48,1,39000,03222,42
79,2,125000,03230,42
27,1,9000,03228,42
57,2,33600,03223,42
58,1,85000,03223,42
27,1,0,03223,42
39,1,52000,03229,42
82,2,15300,03227,42
31,2,30000,03227,42
65,1,25000,03223,42
73,2,20400,03222,42
44,2,24000,03222,42
44,1,22000,03222,42
29,2,35000,03224,42
34,1,-7200,03224,42
29,1,27000,03224,42
26,2,12000,03224,42
81,2,25500,03227,42
43,2,40000,03227,42
49,1,175000,03216,42
42,2,95000,03216,42
10,1,-19999,03216,42
7,1,-19999,03216,42
4,1,-19999,03216,42
52,2,0,03227,42
48,1,18000,03227,42
39,2,0,03227,42
9,1,-19999,03227,42
6,2,-19999,03227,42
75,2,80300,03221,42
26,1,87500,03230,42
24,2,16400,03222,42
6,2,-19999,03222,42
31,1,0,03222,42
55,2,12000,03227,42
29,2,9800,03227,42
63,1,95000,03224,42
51,1,69000,03223,42
50,2,0,03223,42
16,2,0,03223,42
14,1,-19999,03223,42
30,1,10000,03223,42
29,2,56500,03229,42
33,2,89000,03229,42
29,2,21000,03227,42
23,1,1700,03229,42
24,1,70000,03231,42
31,2,95000,03230,42
30,1,95000,03230,42
68,1,19800,03222,42
34,1,72000,03216,42
30,2,42000,03216,42
49,1,9600,03225,42
68,2,8100,03225,42
59,2,11200,03225,42
8,1,-19999,03225,42
5,1,-19999,03225,42
47,1,1500,03221,42
49,2,1500,03221,42
23,2,0,03230,42
68,2,60800,03221,42
35,2,40000,03221,42
16,1,0,03221,42
48,1,93000,03221,42
55,2,18000,03221,42
21,1,16000,03221,42
68,2,25000,03227,42
73,1,23800,03227,42
38,1,126200,03227,42
28,1,4000,03227,42
38,2,547000,03230,42
50,1,92000,03230,42
3,2,-19999,03230,42
34,2,55000,03230,42
34,1,40000,03230,42
1,1,-19999,03230,42
55,1,60000,03225,42
47,1,274000,03216,42
47,2,250000,03216,42
13,2,-19999,03216,42
27,2,53000,03216,42
49,1,120000,03216,42
33,1,78000,03223,42
32,2,90000,03223,42
4,1,-19999,03223,42
2,1,-19999,03223,42
36,2,35400,03223,42
38,2,35000,03221,42
48,1,33600,03230,42
30,1,4000,03230,42
32,1,78000,03231,42
31,2,42000,03231,42
20,2,43000,03225,42
23,2,0,03225,42
65,1,71900,03230,42
72,1,646100,03216,42
67,2,20000,03216,42
34,1,176000,03231,42
35,2,152900,03231,42
1,1,-19999,03231,42
53,2,13000,03227,42
37,1,70000,03216,42
67,2,0,03231,42
65,1,0,03231,42
63,1,0,03231,42
53,2,8000,03231,42
42,1,55000,03229,42
45,2,15000,03231,42
55,1,85000,03231,42
20,1,2000,03231,42
11,1,-19999,03231,42
37,2,30000,03229,42
44,2,24000,03229,42
33,1,3000,03225,42
36,2,24000,03221,42
56,1,18000,03221,42
61,1,75000,03228,42
64,1,43400,03228,42
28,2,70000,03221,42
28,1,45000,03221,42
54,2,56000,03216,42
54,1,86000,03216,42
51,2,1300,03224,42
34,2,44000,03224,42
14,2,-19999,03224,42
74,2,0,03229,42
46,2,137000,03229,42
45,1,24000,03229,42
39,2,75000,03216,42
38,1,75000,03216,42
8,2,-19999,03216,42
5,2,-19999,03216,42
46,2,50000,03216,42
55,1,200000,03216,42
16,2,0,03216,42
14,1,-19999,03216,42
71,1,29400,03227,42
43,1,36000,03227,42
51,1,80000,03228,42
57,2,90000,03216,42
57,1,95000,03216,42
34,2,65000,03216,42
30,1,55000,03216,42
59,2,74000,03222,42
59,1,80000,03222,42
29,1,99000,03222,42
39,2,65000,03228,42
9,2,-19999,03228,42
13,2,-19999,03228,42
64,1,25000,03230,42
65,2,110000,03230,42
32,2,95890,03230,42
45,2,3000,03228,42
57,1,100000,03228,42
18,1,0,03228,42
30,1,0,03228,42
30,2,50000,03228,42
37,2,0,03228,42
60,2,11000,03230,42
51,1,545000,03230,42
17,2,0,03230,42
60,1,90000,03221,42
59,2,40000,03221,42
30,2,4600,03221,42
31,2,46000,03230,42
63,1,30000,03231,42
79,1,35000,03230,42
76,2,34000,03230,42
27,1,124000,03216,42
28,2,86000,03216,42
0,2,-19999,03216,42
28,2,0,03223,42
28,1,34000,03223,42
4,1,-19999,03223,42
31,2,35000,03224,42
21,1,0,03224,42
8,1,-19999,03224,42
4,1,-19999,03224,42
3,1,-19999,03224,42
18,2,11100,03228,42
19,2,0,03228,42
18,2,20000,03228,42
18,2,20000,03228,42
48,2,1600,03225,42
24,2,0,03225,42
15,1,0,03225,42
0,1,-19999,03225,42
34,1,250100,03231,42
33,2,93000,03231,42
22,2,17000,03222,42
23,1,31000,03222,42
82,2,600,03221,42
50,1,105000,03216,42
47,2,90000,03216,42
8,1,-19999,03216,42
5,1,-19999,03216,42
2,2,-19999,03216,42
40,2,104000,03230,42
7,1,-19999,03230,42
47,1,170000,03229,42
45,2,160000,03229,42
15,2,500,03229,42
12,1,-19999,03229,42
12,2,-19999,03229,42
76,2,1900,03224,42
69,1,39000,03229,42
38,1,15800,03229,42
28,1,9000,03222,42
64,1,9000,03222,42
84,1,71000,03224,42
61,1,80000,03224,42
16,1,0,03224,42
71,2,17700,03229,42
53,2,13100,03229,42
38,1,78050,03216,42
37,2,180050,03216,42
4,1,-19999,03216,42
1,2,-19999,03216,42
45,2,42700,03231,42
46,1,40000,03231,42
41,2,14400,03222,42
42,1,21000,03222,42
20,1,3000,03222,42
15,2,0,03222,42
62,1,13000,03216,42
53,2,12000,03216,42
67,2,0,03227,42
42,1,30000,03227,42
21,1,15000,03227,42
76,1,25700,03224,42
78,2,0,03224,42
72,2,12000,03216,42
44,1,13000,03216,42
51,1,35000,03222,42
54,2,0,03222,42
86,1,27600,03222,42
40,2,30000,03222,42
36,2,40000,03231,42
83,2,12500,03227,42
60,1,0,03227,42
57,1,0,03227,42
59,2,200000,03230,42
60,1,0,03230,42
27,2,46000,03227,42
2,1,-19999,03227,42
38,2,12800,03230,42
37,1,12800,03230,42
13,1,-19999,03230,42
6,2,-19999,03230,42
66,2,10200,03230,42
25,2,50000,03230,42
24,2,43500,03230,42
24,2,1800,03230,42
31,1,82800,03227,42
40,1,31000,03227,42
34,2,41000,03227,42
32,1,120000,03230,42
28,2,135000,03230,42
31,2,74000,03216,42
46,2,81800,03228,42
11,1,-19999,03228,42
67,2,29900,03224,42
30,2,18000,03224,42
40,2,80000,03230,42
28,2,4500,03230,42
26,1,200000,03230,42
58,2,56000,03223,42
95,2,21600,03231,42
26,2,80000,03221,42
27,1,60000,03221,42
42,2,60000,03222,42
43,1,70000,03222,42
12,1,-19999,03222,42
9,2,-19999,03222,42
26,1,65000,03230,42
49,1,75000,03222,42
48,2,65000,03222,42
22,1,2000,03222,42
15,2,0,03222,42
89,1,0,03222,42
75,2,24900,03216,42
27,2,41600,03231,42
27,1,25000,03231,42
66,1,160000,03216,42
65,2,130000,03216,42
33,2,34000,03216,42
14,1,-19999,03216,42
10,2,-19999,03216,42
32,1,94000,03216,42
95,2,3000,03224,42
57,2,55000,03221,42
29,1,6000,03221,42
83,2,16800,03221,42
74,2,40900,03227,42
71,2,17000,03216,42
61,2,20070,03228,42
25,1,100000,03230,42
75,1,24900,03216,42
80,2,59900,03216,42
39,2,88600,03231,42
58,1,30000,03224,42
63,1,18000,03231,42
73,2,56000,03231,42
43,2,58000,03223,42
62,2,16700,03223,42
41,1,4800,03223,42
45,2,40600,03216,42
55,1,60000,03216,42
14,2,-19999,03216,42
12,2,-19999,03216,42
55,2,60000,03231,42
60,1,35000,03231,42
60,2,47100,03230,42
71,1,16000,03230,42
89,2,82900,03221,42
59,1,83000,03221,42
56,1,85000,03221,42
54,2,0,03221,42
33,2,17600,03227,42
7,2,-19999,03227,42
64,2,49400,03228,42
65,2,346000,03223,42
74,1,5400,03227,42
91,1,9800,03216,42
88,2,59900,03216,42
57,2,18000,03216,42
31,2,80000,03216,42
42,1,1000,03224,42
41,2,-7200,03224,42
18,1,900,03224,42
13,2,-19999,03224,42
58,2,16300,03216,42
34,1,140000,03231,42
33,2,72800,03231,42
78,1,17260,03216,42
64,2,3600,03221,42
69,1,89000,03221,42
44,2,50000,03230,42
28,2,40000,03230,42
39,1,0,03221,42
47,2,20000,03222,42
45,1,10000,03222,42
22,1,0,03222,42
18,2,0,03222,42
79,2,6500,03222,42
46,1,142400,03222,42
7,2,-19999,03222,42
75,1,54000,03221,42
77,2,3400,03221,42
78,2,9600,03228,42
63,2,9800,03228,42
32,2,23000,03228,42
13,2,-19999,03228,42
5,1,-19999,03228,42
60,2,86000,03216,42
34,1,14400,03229,42
28,2,0,03229,42
7,2,-19999,03229,42
4,1,-19999,03229,42
61,1,40000,03230,42
66,2,1600,03222,42
56,2,19700,03228,42
74,2,59900,03224,42
32,1,34200,03224,42
35,2,61900,03231,42
23,2,30300,03222,42
25,1,21400,03222,42
36,2,21000,03221,42
34,1,36000,03221,42
7,1,-19999,03221,42
0,1,-19999,03221,42
68,2,61300,03222,42
79,1,19200,03222,42
95,2,59400,03224,42
59,1,30000,03224,42
56,1,0,03224,42
62,2,3600,03221,42
66,1,89000,03221,42
73,1,66200,03222,42
70,2,20300,03216,42
34,2,20000,03216,42
18,2,0,03216,42
13,2,-19999,03216,42
10,2,-19999,03216,42
2,1,-19999,03216,42
42,2,150000,03216,42
46,1,240000,03216,42
7,1,-19999,03216,42
63,1,23340,03229,42
56,2,0,03229,42
82,1,33100,03223,42
79,2,23800,03223,42
82,2,16200,03222,42
86,1,24800,03222,42
43,2,16400,03222,42
44,2,92000,03230,42
87,2,19300,03223,42
67,2,130300,03216,42
70,1,9700,03216,42
30,2,78000,03230,42
35,1,100000,03230,42
46,1,20100,03231,42
40,2,0,03231,42
13,1,-19999,03231,42
10,1,-19999,03231,42
87,1,212100,03230,42
45,2,30000,03227,42
26,2,86000,03231,42
67,1,226800,03231,42
65,2,4400,03231,42
34,2,89000,03216,42
37,2,225000,03216,42
72,2,19600,03216,42
31,2,0,03216,42
75,2,19600,03216,42
0,1,-19999,03216,42
41,1,31000,03222,42
39,2,0,03222,42
6,2,-19999,03222,42
42,1,0,03225,42
85,2,99000,03229,42
82,2,33500,03227,42
31,2,25500,03227,42
80,2,53260,03230,42
27,2,119000,03230,42
58,2,42000,03221,42
57,1,18000,03221,42
90,2,13500,03231,42
58,2,114000,03231,42
63,1,30000,03231,42
51,2,7200,03216,42
57,1,9000,03216,42
29,2,53000,03224,42
30,1,56000,03224,42
59,1,12000,03222,42
28,2,4200,03230,42
30,2,58000,03231,42
30,1,86000,03231,42
55,2,2170,03225,42
27,1,65000,03225,42
37,2,43700,03222,42
46,1,32100,03222,42
16,1,0,03222,42
10,1,-19999,03222,42
6,2,-19999,03222,42
65,2,0,03222,42
57,1,10340,03223,42
55,1,10340,03223,42
84,2,20200,03223,42
10,2,-19999,03223,42
86,2,0,03231,42
66,1,675000,03216,42
66,2,0,03216,42
66,2,14400,03229,42
31,2,36800,03228,42
32,2,7000,03228,42
32,2,24000,03228,42
56,2,32200,03228,42
32,2,4200,03228,42
8,1,-19999,03228,42
56,1,18200,03228,42
42,1,85000,03228,42
72,2,40000,03222,42
39,1,120000,03230,42
36,2,94000,03230,42
6,2,-19999,03230,42
3,1,-19999,03230,42
91,2,6100,03227,42
56,1,30000,03222,42
57,1,135000,03230,42
59,2,0,03230,42
84,2,19100,03231,42
19,2,23000,03230,42
30,1,40000,03230,42
49,1,20000,03222,42
48,2,20000,03222,42
26,2,8400,03222,42
25,1,18000,03222,42
28,2,130000,03231,42
28,1,130000,03231,42
46,1,28000,03225,42
37,2,62000,03225,42
18,2,0,03225,42
1,2,-19999,03225,42
51,2,33000,03227,42
23,2,15000,03227,42
17,1,6000,03227,42
34,2,100000,03216,42
39,1,100000,03216,42
0,1,-19999,03216,42
39,1,20000,03223,42
32,2,0,03223,42
5,1,-19999,03223,42
1,2,-19999,03223,42
13,2,-19999,03223,42
8,2,-19999,03223,42
56,1,75000,03221,42
52,2,87000,03221,42
21,1,5000,03221,42
12,1,-19999,03221,42
55,2,24300,03231,42
30,2,62000,03225,42
41,1,24000,03225,42
67,1,11400,03221,42
81,2,12700,03231,42
82,1,58700,03231,42
54,1,65000,03231,42
79,1,40700,03224,42
79,2,14000,03224,42
36,1,38000,03222,42
40,2,0,03222,42
14,1,-19999,03222,42
40,2,50000,03216,42
36,2,20000,03225,42
90,2,19300,03222,42
59,1,29300,03222,42
48,2,48000,03216,42
26,1,15000,03216,42
30,2,100000,03216,42
73,2,0,03230,42
26,1,9000,03227,42
27,1,9000,03227,42
33,2,0,03222,42
39,1,22000,03222,42
12,1,-19999,03222,42
5,1,-19999,03222,42
67,2,0,03222,42
71,1,6000,03227,42
64,1,4800,03231,42
40,1,1300,03231,42
17,2,24900,03231,42
48,1,150000,03230,42
77,1,11550,03222,42
77,2,15000,03222,42
61,2,65000,03224,42
28,1,38000,03224,42
7,1,-19999,03224,42
68,1,15300,03231,42
63,2,0,03231,42
68,1,76100,03216,42
71,1,16500,03216,42
43,2,26700,03225,42
20,1,4400,03225,42
50,2,9600,03225,42
22,2,2800,03225,42
64,1,20000,03224,42
29,2,78000,03230,42
32,1,38000,03230,42
61,1,8770,03227,42
65,2,71000,03216,42
65,1,13200,03216,42
30,2,75000,03230,42
33,1,48000,03230,42
60,2,159000,03230,42
29,1,4700,03230,42
23,2,38400,03230,42
69,2,0,03230,42
68,1,67000,03230,42
62,2,73000,03224,42
37,2,48900,03224,42
56,1,104800,03229,42
71,1,4000,03224,42
41,1,51060,03229,42
42,2,16000,03221,42
43,1,42000,03221,42
25,2,15000,03221,42
21,1,35000,03221,42
46,2,20000,03221,42
53,1,130000,03221,42
15,2,0,03221,42
78,1,55910,03231,42
73,2,8400,03231,42
67,2,49000,03216,42
66,1,57000,03216,42
28,1,20000,03216,42
44,1,61000,03225,42
27,1,36400,03231,42
76,2,11500,03225,42
30,1,65000,03228,42
31,1,18000,03228,42
37,1,85000,03230,42
37,2,97000,03230,42
4,1,-19999,03230,42
37,2,5000,03231,42
46,1,21000,03231,42
70,2,83300,03230,42
55,1,65000,03224,42
31,1,111000,03230,42
32,2,100000,03230,42
50,2,545000,03230,42
40,1,17000,03216,42
39,2,38000,03216,42
20,1,32000,03216,42
18,1,3000,03216,42
16,1,9760,03216,42
50,1,42000,03222,42
50,2,0,03222,42
14,2,-19999,03222,42
22,2,20400,03222,42
18,2,0,03222,42
73,1,212000,03223,42
73,2,17800,03223,42
32,2,105000,03230,42
70,2,22000,03222,42
42,1,90000,03216,42
38,2,65000,03216,42
7,1,-19999,03216,42
2,2,-19999,03216,42
73,1,62000,03224,42
36,2,50000,03229,42
66,2,46500,03231,42
71,2,110100,03231,42
95,2,362600,03230,42
33,2,545000,03230,42
41,1,127000,03230,42
30,1,83400,03230,42
29,1,45400,03230,42
79,1,53500,03221,42
78,2,92000,03221,42
27,2,70000,03216,42
52,2,103000,03231,42
51,1,185000,03231,42
8,2,-19999,03231,42
70,1,77500,03230,42
62,1,36700,03230,42
44,2,111000,03224,42
38,1,25000,03227,42
27,2,0,03225,42
27,1,34000,03225,42
1,1,-19999,03225,42
29,2,55000,03216,42
26,2,35200,03229,42
27,1,20000,03229,42
31,1,110000,03228,42
33,2,100000,03228,42
62,2,113300,03227,42
18,2,31000,03227,42
68,1,44400,03231,42
69,2,12800,03231,42
72,2,19300,03221,42
65,2,99900,03227,42
59,2,24000,03224,42
48,2,0,03224,42
14,1,-19999,03224,42
67,1,22200,03222,42
88,2,15400,03222,42
62,1,32000,03216,42
60,2,400,03216,42
42,1,57000,03231,42
27,1,83000,03230,42
28,1,60000,03230,42
30,1,80000,03231,42
30,2,50000,03231,42
46,1,80000,03222,42
25,2,130000,03230,42
26,2,188000,03230,42
46,2,75000,03216,42
51,2,9600,03216,42
57,2,9600,03216,42
26,1,106500,03221,42
42,2,40500,03222,42
40,1,1200,03222,42
46,2,80000,03231,42
28,2,79000,03230,42
29,1,63000,03230,42
64,1,95000,03228,42
63,2,44600,03228,42
47,1,55000,03222,42
44,2,78000,03222,42
16,2,0,03222,42
8,1,-19999,03222,42
29,2,48000,03222,42
33,1,150000,03230,42
68,1,13200,03228,42
35,2,9000,03227,42
14,1,-19999,03227,42
7,2,-19999,03227,42
6,2,-19999,03227,42
63,2,14370,03216,42
59,1,25000,03216,42
29,1,45000,03216,42
69,2,13600,03216,42
67,2,13600,03229,42
65,1,15900,03229,42
34,2,35000,03221,42
37,2,85000,03221,42
81,1,12700,03222,42
80,2,19600,03222,42
71,2,110100,03216,42
49,2,1500,03229,42
32,2,30000,03229,42
28,1,38000,03229,42
26,2,4200,03229,42
24,1,90000,03229,42
84,2,25200,03225,42
70,2,21100,03228,42
70,1,49960,03222,42
32,2,130000,03216,42
31,1,147000,03216,42
55,2,14650,03229,42
32,2,123400,03230,42
29,1,34000,03230,42
64,2,48000,03228,42
74,2,10000,03227,42
42,2,300,03227,42
20,2,530,03227,42
45,1,85000,03221,42
34,2,130000,03223,42
76,2,10370,03223,42
47,2,12000,03229,42
23,2,39000,03229,42
19,2,0,03229,42
49,1,70000,03229,42
73,2,8000,03229,42
39,1,90000,03221,42
34,2,0,03221,42
8,1,-19999,03221,42
4,1,-19999,03221,42
63,1,0,03221,42
61,2,0,03221,42
58,1,207300,03221,42
